,netflix_id,amazon_id,disney_id,en_title,title,orig_lang,release_year,duration,score,genre,overview,rating_score
19365,s3644,-,-,The Great Hack,The Great Hack,English,2019,114,69.0,['Documentary'],"Data—arguably the world’s most valuable asset—is being weaponized to wage cultural and political wars. The dark world of data exploitation is uncovered through the unpredictable, personal journeys of players on different sides of the explosive Cambridge Analytica/Facebook data story.",Good
19369,-,-,s1437,The Great Mouse Detective,The Great Mouse Detective,English,1986,75,71.0,"['Animation', 'Family', 'Adventure', 'Mystery']","When the diabolical Professor Ratigan kidnaps London's master toymaker, the brilliant master of disguise Basil of Baker Street and his trusted sidekick Dawson try to elude the ultimate trap and foil the perfect crime.",Good
19376,-,-,s1284,The Greatest Game Ever Played,The Greatest Game Ever Played,English,2005,122,72.0,['Drama'],"A biopic of 20-year-old Francis Ouimet who defeated his golfing idol and 1900 US Open Champion, Harry Vardon.",Good
19377,-,-,s438,The Greatest Showman,The Greatest Showman,English,2017,106,79.0,['Drama'],"The story of American showman P.T. Barnum, founder of the circus that became the famous traveling Ringling Bros. and Barnum & Bailey Circus.",Good
19381,s8336,-,-,The Green Hornet,The Green Hornet,English,2011,119,56.0,"['Action', 'Crime', 'Comedy']","Britt Reid, the heir to the largest newspaper fortune in Los Angeles, is a spoiled playboy who has been, thus far, happy to lead an aimless life. After his father dies, Britt meets Kato, a resourceful company employee. Realizing that they have the talent and resources to make something of their lives, Britt and Kato join forces as costumed crime-fighters to bring down the city's most-powerful criminal, Chudnofsky.",Average
19382,s3263,-,-,The Green Inferno,The Green Inferno,English,2013,101,57.0,"['Horror', 'Thriller', 'Adventure']","A group of student activists travel from New York City to the Amazon to save the rainforest.  However, once they arrive in this vast green landscape, they soon discover that they are not alone… and that no good deed goes unpunished.",Average
19394,-,s9070,-,The Grudge 2,The Grudge 2,English,2006,102,55.0,"['Horror', 'Thriller']","A young woman encounters a malevolent supernatural force while searching for her missing sister in Tokyo, a mean high school prank goes horribly wrong, and strange things begin happening in a Chicago apartment building.",Average
19405,s178,-,-,The Guns of Navarone,The Guns of Navarone,English,1961,156,73.0,"['War', 'Action']","A team of allied saboteurs are assigned an impossible mission: infiltrate an impregnable Nazi-held island and destroy the two enormous long-range field guns that prevent the rescue of 2,000 trapped British soldiers.",Good
19420,s1627,-,-,The Happytime Murders,The Happytime Murders,English,2018,91,57.0,"['Action', 'Comedy', 'Crime']","In a world where human beings and puppets live together, when the members of the cast of a children's television show aired during the 1990s begin to get murdered one by one, puppet Phil Philips, a former LAPD detective who fell in disgrace and turned into a private eye, takes on the case at the request of his old boss in order to assist detective Edwards, who was his partner in the past.",Average
19421,-,s629,-,The Hard Corps,The Hard Corps,English,2006,110,61.0,"['Action', 'Thriller']",An Army veteran assembles a team of bodyguards to protect a former boxer. Complications arise when the boxer suspects his sister may be romantically involved with the bodyguard.,Average
19422,s4046,-,-,The Hard Way,The Hard Way,English,2019,94,54.0,['Action'],"After learning of his brother's death during a mission in Romania, a former soldier joins two allies to hunt down a mysterious enemy and take his revenge.",Bad
19436,s354,-,-,The Haunting in Connecticut 2: Ghosts of Georgia,The Haunting in Connecticut 2 Ghosts of Georgia,English,2013,101,59.0,"['Horror', 'Drama', 'Thriller']","A young family moves into a historic home in Georgia, only to learn they are not the house's only inhabitants. Soon they find themselves in the presence of a secret rising from underground and threatening to bring down anyone in its path.",Average
19450,s2593,-,-,The Heartbreak Kid,The Heartbreak Kid,English,2007,116,57.0,"['Comedy', 'Romance']","Eddie, the 40-year-old confirmed bachelor finally says ""I do"" to the beautiful and sexy Lila. But during their honeymoon in Mexico, the woman of his dreams turns out to be a total nightmare, and the guy who could never pull the trigger realizes he’s jumped the gun.",Average
19455,s8342,-,-,The Help,The Help,English,2011,147,82.0,['Drama'],"Aibileen Clark is a middle-aged African-American maid who has spent her life raising white children and has recently lost her only son; Minny Jackson is an African-American maid who has often offended her employers despite her family's struggles with money and her desperate need for jobs; and Eugenia ""Skeeter"" Phelan is a young white woman who has recently moved back home after graduating college to find out her childhood maid has mysteriously disappeared. These three stories intertwine to explain how life in Jackson, Mississippi revolves around ""the help""; yet they are always kept at a certain distance because of racial lines.",Good
19468,s3967,-,-,The Highwaymen,The Highwaymen,English,2019,132,67.0,"['Crime', 'Drama', 'Thriller']","In 1934, Frank Hamer and Manny Gault, two former Texas Rangers, are commissioned to put an end to the wave of vicious crimes perpetrated by Bonnie Parker and Clyde Barrow, a notorious duo of infamous robbers and cold-blooded killers who nevertheless are worshiped by the public.",Good
19535,s8352,-,-,The Humanity Bureau,The Humanity Bureau,English,2017,94,48.0,"['Action', 'Science Fiction', 'Adventure']",In 2030 the world is in a permanent state of economic recession and facing serious environmental problems as a result of global warming.,Bad
19537,-,-,s1287,The Hunchback of Notre Dame,The Hunchback of Notre Dame,English,1996,96,71.0,"['Drama', 'Animation', 'Family']","At the urging of his gargoyle pals, Quasimodo leaves Notre Dame tower against the wishes of his guardian, the evil Judge Claude Frollo. He ventures out to the Festival of Fools and finds his first true friend, a Romani woman named Esmeralda, who entrusts him with a secret. When the secret is revealed, Quasi soon finds himself fighting to save the people and city he loves.",Good
19538,-,-,s1288,The Hunchback of Notre Dame II,The Hunchback of Notre Dame II,English,2002,69,54.0,"['Animation', 'Family', 'Comedy']","Now that Frollo is gone, Quasimodo rings the bell with the help of his new friend and Esmeralda's and Phoebus' little son, Zephyr. But when Quasi stops by a traveling circus owned by evil magician Sarousch, he falls for Madellaine, Sarouch's assistant.",Bad
19539,s8353,-,-,The Hundred-Foot Journey,The HundredFoot Journey,English,2014,123,73.0,"['Drama', 'Comedy']",A story centered around an Indian family who moves to France and opens a restaurant across the street from a Michelin-starred French restaurant.,Good
19546,-,s5007,-,The Hunt,The Hunt,English,2020,92,67.0,"['Action', 'Thriller', 'Horror']","Twelve strangers wake up in a clearing. They don't know where they are—or how they got there. In the shadow of a dark internet conspiracy theory, ruthless elitists gather at a remote location to hunt humans for sport. But their master plan is about to be derailed when one of the hunted turns the tables on her pursuers.",Good
19556,s8355,-,-,The Hurricane Heist,The Hurricane Heist,English,2018,103,57.0,"['Action', 'Crime', 'Thriller']",Thieves attempt a massive heist against the U.S. Treasury as a Category 5 hurricane approaches one of its Mint facilities.,Average
19563,s637,-,-,The Ice Road,The Ice Road,English,2021,109,70.0,"['Action', 'Thriller']","After a remote diamond mine collapses in far northern Canada, an ice road driver must lead an impossible rescue mission over a frozen ocean to save the trapped miners.",Good
19571,s8357,-,-,The Imaginarium of Doctor Parnassus,The Imaginarium of Doctor Parnassus,English,2009,123,64.0,"['Adventure', 'Fantasy', 'Mystery']",A travelling theatre company has more to it than meets the eye. It is an imaginary world commanded by the mind of Doctor Parnassus and the audience is in for more than just a show.,Average
19588,-,-,s1291,The Incredibles,The Incredibles,English,2004,116,77.0,"['Action', 'Adventure', 'Animation', 'Family']","Bob Parr has given up his superhero days to log in time as an insurance adjuster and raise his three children with his formerly heroic wife in suburbia. But when he receives a mysterious assignment, it's time to get back into costume.",Good
19591,s8362,-,-,The Indian in the Cupboard,The Indian in the Cupboard,English,1995,96,64.0,"['Adventure', 'Family', 'Fantasy']",A nine-year-old boy gets a plastic Indian and a cupboard for his birthday and finds himself involved in adventure when the Indian comes to life and befriends him.,Average
19596,-,s604,-,The Informer,The Informer,English,2020,113,65.0,"['Drama', 'Crime', 'Thriller']","In New York, former convict Pete Koslow, related to the Polish mafia, must deal with both Klimek the General, his ruthless boss, and the twisted ambitions of two federal agents, as he tries to survive and protect the lives of his loved ones.",Good
19606,s817,-,-,The Interpreter,The Interpreter,English,2005,128,63.0,"['Crime', 'Thriller']","After Silvia Broome, an interpreter at United Nations headquarters, overhears plans of an assassination, an American Secret Service agent is sent to investigate.",Average
19615,s8366,-,-,The Invention of Lying,The Invention of Lying,English,2009,99,62.0,"['Comedy', 'Fantasy', 'Romance']","Set in a world where the concept of lying doesn't exist, a loser changes his lot when he invents lying and uses it to get ahead.",Average
19657,-,-,s1293,The Jungle Book 2,The Jungle Book 2,English,2003,77,59.0,"['Family', 'Animation', 'Adventure']","Mowgli has been living in the man-village with his little stepbrother Ranjan and his best friend Shanti. But the man-cub still has that jungle rhythm in his heart, and he misses his old buddies Baloo and Bagheera. When Mowgli wanders back to the wild for some swingin' fun, he soon finds the man-eating tiger Shere Khan is lurking in the shadows and planning his revenge.",Average
19664,s603,-,-,The Karate Kid Part II,The Karate Kid Part II,English,1986,113,63.0,"['Adventure', 'Drama', 'Action', 'Romance', 'Family']","After discovering that his father is at death's door, Mr. Miyagi sets out to Japan, to see him with Daniel. Upon arriving, Miyagi must confront an old rival. Meanwhile, Daniel encounters a new love, and some new enemies.",Average
19665,s604,-,-,The Karate Kid Part III,The Karate Kid Part III,English,1989,112,59.0,"['Action', 'Family', 'Drama', 'Adventure']","Despondent over the closing of his karate school, Cobra Kai teacher John Kreese joins a ruthless businessman and martial artist to get revenge on Daniel and Mr. Miyagi.",Average
19673,-,-,s249,The Kid Who Would Be King,The Kid Who Would Be King,English,2019,121,61.0,"['Action', 'Adventure', 'Fantasy', 'Family']","Old-school magic meets the modern world when young Alex stumbles upon the mythical sword Excalibur. He soon unites his friends and enemies, and they become knights who join forces with the legendary wizard Merlin. Together, they must save mankind from the wicked enchantress Morgana and her army of supernatural warriors.",Average
19677,-,s586,-,The Kill Team,The Kill Team,English,2019,88,65.0,"['War', 'Action', 'Drama']","When Andrew Briggman—a young soldier in the US invasion of Afghanistan—witnesses other recruits killing innocent civilians under the direction of a sadistic Sergeant, he considers reporting them to higher-ups. However, the heavily-armed and increasingly-violent platoon becomes suspicious that someone in their ranks has turned on them, and Andrew begins to fear that he'll be the next target.",Good
19681,s2707,-,-,The Killing of a Sacred Deer,The Killing of a Sacred Deer,English,2017,121,70.0,"['Drama', 'Thriller', 'Mystery']","Dr. Steven Murphy is a renowned cardiovascular surgeon who presides over a spotless household with his wife and two children. Lurking at the margins of his idyllic suburban existence is Martin, a fatherless teen who insinuates himself into the doctor's life in gradually unsettling ways.",Good
19684,s3348,-,-,The King,The King,English,2019,141,72.0,"['Drama', 'History', 'War']","England, 15th century. Hal, a capricious prince who lives among the populace far from court, is forced by circumstances to reluctantly accept the throne and become Henry V.",Good
19695,s8378,-,-,The King's Speech,The King's Speech,English,2010,118,77.0,"['Drama', 'History']","The King's Speech tells the story of the man who became King George VI, the father of Queen Elizabeth II. After his brother abdicates, George ('Bertie') reluctantly assumes the throne. Plagued by a dreaded stutter and considered unfit to be king, Bertie engages the help of an unorthodox speech therapist named Lionel Logue. Through a set of unexpected techniques, and as a result of an unlikely friendship, Bertie is able to find his voice and boldly lead the country into war.",Good
19699,s4869,-,-,The Kissing Booth,The Kissing Booth,English,2018,105,72.0,"['Romance', 'Comedy']","When teenager Elle's first kiss leads to a forbidden romance with the hottest boy in high school, she risks her relationship with her best friend.",Good
19700,s2214,-,-,The Kissing Booth 2,The Kissing Booth 2,English,2020,133,77.0,"['Comedy', 'Romance']","With college decisions looming, Elle juggles her long-distance romance with Noah, changing relationship with bestie Lee and feelings for a new classmate.",Good
19701,s285,-,-,The Kissing Booth 3,The Kissing Booth 3,English,2021,114,70.0,"['Romance', 'Comedy']","It’s the summer before Elle heads to college, and she has a secret decision to make. Elle has been accepted into Harvard, where boyfriend Noah is matriculating, and also Berkeley, where her BFF Lee is headed and has to decide if she should stay or not.",Good
19706,s3249,-,-,The Knight Before Christmas,The Knight Before Christmas,English,2019,93,65.0,"['Comedy', 'Romance']",A medieval English knight is magically transported to present day where he ends up falling for a high school science teacher.,Good
19718,s8381,-,-,The Lake House,The Lake House,English,2006,98,70.0,"['Drama', 'Mystery', 'Romance']","A lonely doctor who once occupied an unusual lakeside home begins exchanging love letters with its former resident, a frustrated architect. They must try to unravel the mystery behind their extraordinary romance before it's too late.",Good
19732,s2216,-,-,The Larva Island Movie,The Larva Island Movie,English,2020,91,72.0,"['Animation', 'Family']","Back at home, Chuck relates the island shenanigans of his larva pals Red and Yellow to a skeptical reporter in this movie sequel to the hit cartoon.",Good
19733,s2702,-,-,The Last Airbender,The Last Airbender,English,2010,104,47.0,"['Action', 'Adventure', 'Fantasy']","The story follows the adventures of Aang, a young successor to a long line of Avatars, who must put his childhood ways aside and stop the Fire Nation from enslaving the Water, Earth and Air nations.",Bad
19749,-,s8733,-,The Last Days on Mars,The Last Days on Mars,English,2013,98,54.0,"['Science Fiction', 'Thriller', 'Horror']","On the last day of the first manned mission to Mars, a crew member of Tantalus Base believes he has made an astounding discovery – fossilized evidence of bacterial life. Unwilling to let the relief crew claim all the glory, he disobeys orders to pack up and goes out on an unauthorized expedition to collect further samples. But a routine excavation turns to disaster when the porous ground collapses and he falls into a deep crevice. His devastated colleagues attempt to recover his body. However, when another vanishes, they start to suspect that the life-form they have discovered is not without danger.",Bad
19754,s8385,s9289,-,The Last Exorcism,The Last Exorcism,English,2010,88,56.0,"['Horror', 'Thriller', 'Mystery']","After years of performing “exorcisms” and taking believers’ money, Reverend Marcus travels to rural Louisiana with a film crew so he can dispel what he believes is the myth of demonic possession. The dynamic reverend is certain that this will be another routine “exorcism” on a disturbed religious fanatic but instead comes upon the blood-soaked farm of the Sweetzer family and a true evil he would have never thought imaginable.",Average
19789,-,s572,-,The Last Sharknado: It's About Time,The Last Sharknado It's About Time,English,2018,89,46.0,"['Science Fiction', 'Action', 'Adventure', 'Comedy', 'TV Movie']","With much of America lying in ruins, the rest of the world braces for a global sharknado, Fin and his family must travel around the world to stop them.",Bad
19791,-,-,s597,The Last Song,The Last Song,English,2010,109,72.0,"['Drama', 'Family', 'Romance']","A drama centered on a rebellious girl who is sent to a Southern beach town for the summer to stay with her father. Through their mutual love of music, the estranged duo learn to reconnect.",Good
19795,s3867,-,-,The Last Summer,The Last Summer,English,2019,110,60.0,"['Romance', 'Comedy']","Standing on the precipice of adulthood, a group of friends navigate new relationships, while reexamining others, during their final summer before college.",Average
19797,s2898,-,-,The Last Thing He Wanted,The Last Thing He Wanted,English,2020,116,49.0,"['Drama', 'Thriller']","At the turning point of the Iran-Contra affair, Elena McMahon, a fearless investigative journalist covering the 1984 US presidential campaign, puts herself in danger when she abandons her assigned task in order to fulfill the last wish of her ailing father, a mysterious man whose past activities she barely knows.",Bad
19839,-,s4224,-,The Legion,The Legion,English,2020,96,61.0,"['Adventure', 'History', 'Action']","Noreno, a half-Roman, is entrusted with the mission of crossing the snowy mountains of Armenia, swarming with Parthian patrols, to seek help for his slowly dying men.",Average
19856,s605,-,-,The Life of David Gale,The Life of David Gale,English,2003,130,74.0,"['Drama', 'Thriller', 'Crime']",A man against capital punishment is accused of murdering a fellow activist and is sent to death row.,Good
19865,s356,-,-,The Lincoln Lawyer,The Lincoln Lawyer,English,2011,118,72.0,"['Crime', 'Drama', 'Thriller']",A lawyer conducts business from the back of his Lincoln town car while representing a high-profile client in Beverly Hills.,Good
19881,s8394,-,-,The Little Hours,The Little Hours,English,2017,89,58.0,['Comedy'],"Garfagnana, Italy, 1347. The handsome servant Masseto, fleeing from his vindictive master, takes shelter in a nunnery where three young nuns, Sister Alessandra, Sister Ginevra and Sister Fernanda, try unsuccessfully to find out what their purpose in life is, a conundrum that each of them faces in different ways.",Average
19891,s8396,s558,-,The Little Prince,The Little Prince,English,2015,107,76.0,"['Adventure', 'Animation', 'Fantasy', 'Family']","Based on the best-seller book 'The Little Prince', the movie tells the story of a little girl that lives with resignation in a world where efficiency and work are the only dogmas. Everything will change when accidentally she discovers her neighbor that will tell her about the story of the Little Prince that he once met.",Good
19907,s8399,-,-,The Lobster,The Lobster,English,2015,119,70.0,"['Comedy', 'Drama', 'Romance']","In a dystopian near future, single people, according to the laws of The City, are taken to The Hotel, where they are obliged to find a romantic partner in forty-five days or are transformed into animals and sent off into The Woods.",Good
19931,s8406,-,-,The Lord of the Rings: The Two Towers,The Lord of the Rings The Two Towers,English,2002,179,84.0,"['Adventure', 'Fantasy', 'Action']","Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard.",Good
19933,s357,-,-,The Losers,The Losers,English,2010,97,63.0,"['Action', 'Adventure', 'Crime', 'Mystery', 'Thriller']","On a mission deep in the Bolivian jungle, a team of elite commandos finds itself on the receiving end of a lethal betrayal. Now presumed dead, the men join forces with a mysterious operative named Aisha to hunt down their enemy and even the score.",Average
19939,-,s5318,-,The Lost City of Z,The Lost City of Z,English,2017,141,64.0,"['Adventure', 'Drama', 'History']","A true-life drama in the 1920s, centering on British explorer Col. Percy Fawcett, who discovered evidence of a previously unknown, advanced civilization in the Amazon and disappeared whilst searching for it.",Average
19950,s250,-,-,The Loud House Movie,The Loud House Movie,English,2021,88,74.0,"['Animation', 'Family', 'Comedy', 'Adventure', 'Fantasy']",The Loud family travel to Scotland and discover they are descendants of Scottish royalty as they move into their giant ancestral castle.,Good
19955,s8407,-,-,The Love Guru,The Love Guru,English,2008,87,42.0,"['Comedy', 'Romance']","Born in America and raised in an Indian ashram, Pitka returns to his native land to seek his fortune as a spiritualist and self-help expert. His skills are put to the test when he must get a brokenhearted hockey player's marriage back on track in time for the man to help his team win the Stanley Cup.",Bad
19961,s951,-,-,The Lovely Bones,The Lovely Bones,English,2009,136,71.0,"['Fantasy', 'Drama']","After being brutally murdered, 14-year-old Susie Salmon watches from heaven over her grief-stricken family -- and her killer. As she observes their daily lives, she must balance her thirst for revenge with her desire for her family to heal.",Good
19972,-,s7508,-,The Mad Hatter,The Mad Hatter,English,2021,90,55.0,"['Horror', 'Thriller']","An eccentric professor takes four of his students to the mansion of the “Mad Hatter”, an urban legend driven insane by mercury poisoning and grief. He says that there’s nothing to worry about now: the strange, shambling “caretakers” that haunt the home are merely servants that have fallen to inbreeding, and the Hatter himself has been dead for years. But as the students start disappearing one by one, those that remain start to question if the professor’s experiment is truly scientific...and if the Hatter didn’t just succumb to his madness, but decided to spread it...",Average
19988,s2696,-,-,The Main Event,The Main Event,English,2020,103,68.0,"['Family', 'Comedy']","After discovering a magical mask, an 11-year-old aspiring wrestler enters a competition to become the next WWE superstar by using special powers from a magical mask.",Good
19999,-,s3734,-,The Man Who Fell to Earth,The Man Who Fell to Earth,English,1976,139,65.0,"['Drama', 'Science Fiction']","Thomas Jerome Newton is an alien who has come to Earth in search of water to save his home planet. Aided by lawyer Oliver Farnsworth, Thomas uses his knowledge of advanced technology to create profitable inventions. While developing a method to transport water, Thomas meets Mary-Lou, a quiet hotel clerk, and begins to fall in love with her. Just as he is ready to leave Earth, Thomas is intercepted by the U.S. government, and his entire plan is threatened.",Good
20022,-,-,s1306,The Many Adventures of Winnie the Pooh,The Many Adventures of Winnie the Pooh,English,1977,75,73.0,"['Animation', 'Family']","Whether we’re young or forever young at heart, the Hundred Acre Wood calls to that place in each of us that still believes in magic. Join pals Pooh, Piglet, Kanga, Roo, Owl, Rabbit, Tigger and Christopher Robin as they enjoy their days together and sing their way through adventures.",Good
20039,s8414,-,-,The Mask of Zorro,The Mask of Zorro,English,1998,138,65.0,"['Action', 'Adventure']","It has been twenty years since Don Diego de la Vega fought Spanish oppression in Alta California as the legendary romantic hero, Zorro. Having escaped from prison he transforms troubled bandit Alejandro into his successor, in order to foil the plans of the tyrannical Don Rafael Montero who robbed him of his freedom, his wife and his precious daughter.",Good
20042,s1053,-,-,The Master,The Master,English,2012,137,72.0,['Drama'],"Freddie, a volatile, heavy-drinking veteran who suffers from post-traumatic stress disorder, finds some semblance of a family when he stumbles onto the ship of Lancaster Dodd, the charismatic leader of a new ""religion"" he forms after World War II.",Good
20044,s8415,-,-,The Matrix,The Matrix,English,1999,136,82.0,"['Action', 'Science Fiction']","Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth.",Good
20045,s8416,-,-,The Matrix Reloaded,The Matrix Reloaded,English,2003,138,70.0,"['Adventure', 'Action', 'Thriller', 'Science Fiction']","Six months after the events depicted in The Matrix, Neo has proved to be a good omen for the free humans, as more and more humans are being freed from the matrix and brought to Zion, the one and only stronghold of the Resistance.  Neo himself has discovered his superpowers including super speed, ability to see the codes of the things inside the matrix and a certain degree of pre-cognition. But a nasty piece of news hits the human resistance: 250,000 machine sentinels are digging to Zion and would reach them in 72 hours. As Zion prepares for the ultimate war, Neo, Morpheus and Trinity are advised by the Oracle to find the Keymaker who would help them reach the Source.  Meanwhile Neo's recurrent dreams depicting Trinity's death have got him worried and as if it was not enough, Agent Smith has somehow escaped deletion, has become more powerful than before and has fixed Neo as his next target.",Good
20047,s8417,-,-,The Matrix Revolutions,The Matrix Revolutions,English,2003,129,67.0,"['Adventure', 'Action', 'Thriller', 'Science Fiction']",The human city of Zion defends itself against the massive invasion of the machines as Neo fights to end the war at another front while also opposing the rogue Agent Smith.,Good
20066,s5228,-,-,The Meyerowitz Stories (New and Selected),The Meyerowitz Stories (New and Selected),English,2017,113,65.0,"['Comedy', 'Drama']",An estranged family gathers together in New York for an event celebrating the artistic work of their father.,Good
20072,s1500,-,-,The Midnight Sky,The Midnight Sky,English,2020,119,58.0,"['Science Fiction', 'Drama']",A lone scientist in the Arctic races to contact a crew of astronauts returning home to a mysterious global catastrophe.,Average
20085,-,s537,-,The Miracle Maker,The Miracle Maker,English,2000,87,61.0,"['Animation', 'Family', 'History']","A mother and father in search of help for their sick daughter cross paths with an extraordinary carpenter named Jesus, who has devoted his life to spreading God's word. An amazing miracle brings to light the true meaning of Christ, and the sacrifices he endured for the deliverance of mankind. A compelling story of faith, trust, and devotion.",Average
20087,s819,-,-,The Mirror Has Two Faces,The Mirror Has Two Faces,English,1996,127,67.0,"['Comedy', 'Drama', 'Romance']","Rose Morgan, who still lives with her mother, is a professor of Romantic Literature who desperately longs for passion in her life. Gregory Larkin, a mathematics professor, has been burned by passionate relationships and longs for a sexless union based on friendship and respect.",Good
20108,s8427,-,-,The Monster,The Monster,English,2016,91,55.0,"['Horror', 'Drama']",A mother and her 10-year old daughter are trapped in a forest. There is something in this forest. Something unlike anything they have heard before. Something that lurks in the darkness and it’s coming after them.,Average
20142,-,-,s1309,The Muppet Christmas Carol,The Muppet Christmas Carol,English,1992,87,74.0,"['Music', 'Comedy', 'Family', 'Fantasy', 'Drama']","A retelling of the classic Dickens tale of Ebenezer Scrooge, miser extraordinaire. He is held accountable for his dastardly ways during night-time visitations by the Ghosts of Christmas Past, Present and Future.",Good
20143,-,-,s1310,The Muppet Movie,The Muppet Movie,English,1979,95,71.0,"['Comedy', 'Adventure', 'Music', 'Family']",A Hollywood agent persuades Kermit the Frog to pursue a career in Hollywood. On his way there he meets his future muppet crew while being chased by the desperate owner of a frog-leg restaurant!,Good
20163,s8436,-,-,The Natural,The Natural,English,1984,138,69.0,['Drama'],An unknown middle-aged batter named Roy Hobbs with a mysterious past appears out of nowhere to take a losing 1930s baseball team to the top of the league.,Good
20169,-,s4996,-,The Neon Demon,The Neon Demon,English,2016,117,65.0,"['Thriller', 'Drama', 'Horror']","When aspiring model Jesse moves to Los Angeles, her youth and vitality are devoured by a group of beauty-obsessed women who will take any means necessary to get what she has.",Good
20170,s359,-,-,The Net,The Net,English,1995,114,60.0,"['Crime', 'Drama', 'Mystery', 'Thriller', 'Action']","Angela Bennett is a freelance software engineer who lives in a world of computer technology. When a cyber friend asks Bennett to debug a new game, she inadvertently becomes involved in a conspiracy that will soon turn her life upside down and make her the target of an assassination.",Average
20184,s1769,-,-,The Next Karate Kid,The Next Karate Kid,English,1994,107,53.0,"['Action', 'Drama', 'Family', 'Adventure']","Mr. Miyagi decides to take Julie, a troubled teenager, under his wing after he learns that she blames herself for her parents' demise and struggles to adjust with her grandmother and fellow pupils.",Bad
20190,s2417,-,-,The Night Clerk,The Night Clerk,English,2020,90,62.0,"['Thriller', 'Crime', 'Drama']","Hotel night clerk Bart Bromley is a highly intelligent young man on the Autism spectrum. When a woman is murdered during his shift, Bart becomes the prime suspect. As the police investigation closes in, Bart makes a personal connection with a beautiful guest named Andrea, but soon realises he must stop the real murderer before she becomes the next victim.",Average
20208,s229,-,-,The November Man,The November Man,English,2014,108,61.0,"['Crime', 'Action', 'Thriller']",An ex-CIA operative is brought back in on a very personal mission and finds himself pitted against his former pupil in a deadly game involving high level CIA officials and the Russian president-elect.,Average
20213,s2378,-,-,The Nut Job,The Nut Job,English,2014,85,58.0,"['Animation', 'Comedy', 'Family', 'Adventure']","Surly, a curmudgeon, independent squirrel is banished from his park and forced to survive in the city. Lucky for him, he stumbles on the one thing that may be able to save his life, and the rest of park community, as they gear up for winter - Maury's Nut Store.",Average
20215,-,-,s351,The Nutcracker and the Four Realms,The Nutcracker and the Four Realms,English,2018,101,61.0,"['Fantasy', 'Adventure', 'Family']","When Clara’s mother leaves her a mysterious gift, she embarks on a journey to four secret realms—where she discovers her greatest strength could change the world.",Average
20216,s8442,-,-,Not Known,Not Known,English,2018,99,61.0,"['Fantasy', 'Adventure', 'Family']","When Clara’s mother leaves her a mysterious gift, she embarks on a journey to four secret realms—where she discovers her greatest strength could change the world.",Average
20217,s180,-,-,The Nutty Professor,The Nutty Professor,English,1996,95,56.0,"['Fantasy', 'Comedy', 'Romance', 'Science Fiction']","Eddie Murphy stars as shy Dr. Sherman Klump, a kind, brilliant, 'calorifically challenged' genetic professor. When beautiful Carla Purty joins the university faculty, Sherman grows desperate to whittle his 400-pound frame down to size and win her heart. So, with one swig of his experimental fat-reducing serum, Sherman becomes 'Buddy Love', a fast-talking, pumped-up , plumped down Don Juan.",Average
20223,-,-,s598,The Odd Life of Timothy Green,The Odd Life of Timothy Green,English,2012,106,70.0,"['Fantasy', 'Drama', 'Comedy', 'Family']","A childless couple bury a box in their backyard, containing all of their wishes for an infant. Soon, a child is born, though Timothy Green is not all that he appears.",Good
20226,s2251,-,-,The Old Guard,The Old Guard,English,2020,126,72.0,"['Action', 'Fantasy']",Four undying warriors who've secretly protected humanity for centuries become targeted for their mysterious powers just as they discover a new immortal.,Good
20243,-,-,s426,The One and Only Ivan,The One and Only Ivan,English,2020,95,75.0,"['Family', 'Comedy', 'Drama']","A gorilla named Ivan who’s living in a suburban shopping mall tries to piece together his past, with the help of other animals, as they hatch a plan to escape from captivity.",Good
20244,-,s5557,-,The Only Living Boy in New York,The Only Living Boy in New York,English,2017,88,64.0,['Drama'],"When a young man learns that his overbearing father is having an affair, he tries to stop it, only to be seduced by the older woman as well.",Average
20250,-,s6792,-,The Opposite of Sex,The Opposite of Sex,English,1998,101,62.0,"['Comedy', 'Drama']","A 16-year-old girl visits her gay half-brother and ends up seducing his boyfriend, thus wreaking havoc on all of their lives.",Average
20258,s8446,-,-,The Other Guys,The Other Guys,English,2010,108,63.0,"['Action', 'Comedy', 'Crime']","Unlike their heroic counterparts on the force, desk-bound NYPD detectives Gamble and Hoitz garner no headlines as they work day to day. When a seemingly minor case turns out to be a big deal, the two cops get the opportunity to finally prove to their comrades that they have the right stuff.",Average
20264,s2180,-,-,The Ottoman Lieutenant,The Ottoman Lieutenant,English,2017,111,62.0,"['Romance', 'Drama', 'War']","Lillie, a determined American woman, ventures overseas to join Dr. Jude at a remote medical mission in the Ottoman Empire (now Turkey). However, Lillie soon finds herself at odds with Jude and the mission’s founder, Woodruff, when she falls for the titular military man, Ismail, just as the war is about to erupt.",Average
20272,s820,-,-,The Outlaw Josey Wales,The Outlaw Josey Wales,English,1976,136,75.0,['Western'],"After avenging his family's brutal murder, Wales is pursued by a pack of soldiers. He prefers to travel alone, but ragtag outcasts are drawn to him - and Wales can't bring himself to leave them unprotected.",Good
